tokenchunk1,tokenchunk2,label
a war,the ground war,INCLUDES
a war,the war,IDENTITY
a war,a ground war,INCLUDES
a war,a ground war,INCLUDES
a war,the war,IDENTITY
a war,the ground attack,INCLUDES
a war,the attack,IDENTITY
the ground war,a war,IS_INCLUDED
a war,The attack,INCLUDES
the ground attack,The attack,IDENTITY
has gone,know,SIMULTANEOUS
expected,see,BEFORE
looked,expected,BEFORE
will face,back,AFTER
wants to destroy,may increase,BEFORE
appeared to be narrowing,the war,BEFORE
rebuilding,remains,BEFORE
will remain,pays,IBEFORE
economic sanctions,an international arms embargo,SIMULTANEOUS
a humiliating war,leaving,IBEFORE
a fruitless eight-year war,a humiliating war,BEFORE
succeed,will have plunged,SIMULTANEOUS
expects,will surrender,BEFORE
will drive,leaving,SIMULTANEOUS
were taken,the ground war,IS_INCLUDED
punched,pushed,BEFORE
the ground offensive begin,planned,AFTER
failed to respond,let,BEFORE
a talk,had decided,AFTER
a talk,took,INCLUDES
spoke,a talk,IS_INCLUDED
offered,considered,AFTER
began,the invasion,AFTER
continued,began,AFTER
setting,continued,INCLUDES
broken,give,SIMULTANEOUS
to break,broken,BEFORE
argued setting,to break,BEFORE
further diplomatic maneuvering,issuing,BEFORE
survive,the war,AFTER
returned,picked,BEFORE
returned,a visit,AFTER
was made,returned,AFTER
decided,The decision,IDENTITY
asserted,an interview,IS_INCLUDED
bargaining,the war,AFTER
held,use,BEFORE
held,use,BEFORE
are being rounded,held,IBEFORE
has begun,will face,BEFORE
has begun,guarantees,SIMULTANEOUS
to sweep,punch,SIMULTANEOUS
the ground attack,would use,INCLUDES
fight,all struggle,SIMULTANEOUS
urged,a radio address,INCLUDES
has been sitting,is considered,SIMULTANEOUS
were used,turned,BEFORE
will stay,appears to have been,AFTER
return,will destroy,SIMULTANEOUS
doing,will destroy,BEFORE
doing,return,BEFORE
told,went,BEFORE
economic sanctions,economic sanctions,IDENTITY
destroying,hope,SIMULTANEOUS
said,but insisted COMMA QUOTQUOT,BEFORE
are crossing,to trap,BEFORE
operating,drive,BEFORE
driving,to set,BEFORE
driving,pursuit,BEFORE
QUOTQUOT worries,notes,SIMULTANEOUS
suffer,encounter,AFTER
suffer,become bogged,AFTER
The allied rejection,enabled,SIMULTANEOUS
The allied rejection,the last-minute Soviet-led diplomatic effort,IAFTER
Iraq QUOTs invasion,the invasion,IDENTITY
the invasion,a fruitless eight-year war,IS_INCLUDED
the allied air campaign,a ground campaign,IDENTITY
economic sanctions,the sanctions,IDENTITY
has offended,believe,SIMULTANEOUS
asked,says,IDENTITY
told,to add,IDENTITY
Iraq QUOTs invasion,the restoration,BEFORE
to assume,will stay,BEFORE
to cause,using,IAFTER
seem,fully engaged,SIMULTANEOUS
continues to implore,urged,IDENTITY
a ground campaign,the military situation,IDENTITY
came,the decision,BEFORE
the war,the crisis,IDENTITY
necessary,The decision,DURING
was unaffected,the last-ditch Soviet peace initiative,AFTER
forestalled,said,BEFORE
broken,proceed,BEFORE
continued,the intensive personal diplomacy,DURING_INV
cabling,offered,BEFORE
objections,seemed,DURING_INV
offered,objections,AFTER
spoke,had to say,IDENTITY
had decided,unacceptable,AFTER
The attack,were said to have,BEFORE
The attack,said,BEFORE
no amphibious assault,had begun,BEGUN_BY
the ground war,said,BEFORE
pays,to cover,SIMULTANEOUS
appeared to be narrowing,began,BEFORE
appeared to be relying,would make,BEFORE
appeared to be relying,to push,BEFORE
expected,to have,DURING_INV
complete,the transaction,ENDS
said,said,SIMULTANEOUS
approved,its acquisition,AFTER
said,approved,AFTER
has approved,had requested,AFTER
the main beneficiaries,the president QUOTs action,AFTER
The action,were denied,AFTER
came,filed,AFTER
The action,came,BEGUN_BY
has approved,The action,IDENTITY
The action,the president QUOTs action,IDENTITY
said,but turned,AFTER
direct,assisted,SIMULTANEOUS
will direct,direct,IDENTITY
said,said,SIMULTANEOUS
said,expect,SIMULTANEOUS
declines,steady sales growth,SIMULTANEOUS
said,has reported,AFTER
enters,a downturn,BEGINS
has left,enters,SIMULTANEOUS
An ambitious expansion,has left,BEFORE
will direct,will succeed,SIMULTANEOUS
said,said,SIMULTANEOUS
will direct,is achieved and maintained,ENDED_BY
will direct,is achieved and maintained,ENDED_BY
will direct,an effort,SIMULTANEOUS
resigned,is stepping,BEFORE
wants to resume,running,BEFORE
previously announced,agreement,AFTER
is being launched,agreement,AFTER
The offer,is being launched,BEGUN_BY
The offer,The offer,IDENTITY
The offer,is scheduled to expire,BEFORE
The offer,advertised,BEFORE
tender offer,The offer,IDENTITY
began,tender offer,BEGINS
cut,its third-quarter loss,AFTER
cut,cut,IDENTITY
was declared,will begin mailing,BEFORE
said,said,SIMULTANEOUS
will receive,owned,IS_INCLUDED
said,said,SIMULTANEOUS
a conversion,takes,IDENTITY
to redeem,a conversion,BEFORE
said,said,SIMULTANEOUS
said,said,SIMULTANEOUS
plans to raise,a private placement,SIMULTANEOUS
will merge,formed,AFTER
will receive,closing,IAFTER
said,said,SIMULTANEOUS
said,have approved,AFTER
will merge,the transaction,SIMULTANEOUS
were hit,an increase,AFTER
The latest results,operating results,SIMULTANEOUS
a third-quarter net loss,The latest results,SIMULTANEOUS
was named,succeeds,BEFORE
succeeds,stepped,AFTER
takes,effect,IDENTITY
was named,The appointment,IDENTITY
said,slipped,AFTER
rose,early trading,IS_INCLUDED
were hurt,disposal,AFTER
disposal,its restructuring,IS_INCLUDED
said,said,IDENTITY
said,added,IBEFORE
helped,keep,SIMULTANEOUS
was fueled,to cut,AFTER
The earnings growth,was fueled,SIMULTANEOUS
jumped,gained,IDENTITY
jumped,The earnings growth,IDENTITY
a gain,the sale,IAFTER
one-time losses,the disposal,IAFTER
charges,extraordinary charges,IDENTITY
said,said,SIMULTANEOUS
said,changed,AFTER
said,said,SIMULTANEOUS
said,said,SIMULTANEOUS
said,has been built to carry,AFTER
said,said,SIMULTANEOUS
estimated,said,SIMULTANEOUS
the significant drop,will result,BEFORE
estimated,said,SIMULTANEOUS
fell,lost,SIMULTANEOUS
advanced,declined,SIMULTANEOUS
rose,advanced,SIMULTANEOUS
the transaction,assumed,SIMULTANEOUS
was merged,a special meeting,AFTER
was merged,the transaction,IDENTITY
the transaction,acquired,SIMULTANEOUS
were to be delisted,the close,AFTER
will pay,will pay,SIMULTANEOUS
a special meeting,cleared,INCLUDES
the buy-back,paid,INCLUDES
declined to specify,said,BEFORE
declined to specify,added COMMA QUOTQUOT,IBEFORE
declined to specify,saying,SIMULTANEOUS
bought,the recent moves,IDENTITY
rose,to close,ENDED_BY
The action,followed,IDENTITY
The action,an Intelogic announcement,AFTER
bought,The action,IDENTITY
making,a run,IDENTITY
have been tendered,have rejected,BEFORE
offer,the offer,IDENTITY
offer,its offer,IDENTITY
have been tendered,its offer,IS_INCLUDED
said,said,SIMULTANEOUS
offer,The offer,IDENTITY
extended,had been set to expire,AFTER
has proposed changing,the new proposal,IDENTITY
said,said,SIMULTANEOUS
would pay,would be redeemed,BEFORE
has proposed changing,the offer,AFTER
has proposed changing,an all-cash transaction,AFTER
any change,strategy or change,SIMULTANEOUS
his departure,his departure,IDENTITY
my departure,the departure,IDENTITY
said,said COMMA QUOTQUOT,BEFORE
his departure,the departure,IDENTITY
said,said,SIMULTANEOUS
said,said,SIMULTANEOUS
said,resigned,AFTER
his departure,his departure,IDENTITY
said,rejected,BEFORE
said,added,BEFORE
his departure,my departure,IDENTITY
resigned,his departure,IDENTITY
said,his departure,AFTER
will be split,said,AFTER
said,said,SIMULTANEOUS
His appointment,followed,IAFTER
resigned,a move,IDENTITY
said,said,SIMULTANEOUS
conditional,being tendered and,BEFORE
were put,to deter,BEFORE
said,said,SIMULTANEOUS
gain,the sale,SIMULTANEOUS
offset,gain,SIMULTANEOUS
the loss,offset,SIMULTANEOUS
the loss,was magnified,SIMULTANEOUS
a third-quarter net loss,the loss,IDENTITY
a third-quarter net loss,a loss,INCLUDES
reported,said,SIMULTANEOUS
reported,a general softening,AFTER
interest costs and amortization,the loss,IS_INCLUDED
a third-quarter net loss,the loss,IDENTITY
will record,will write,INCLUDES
said,said,SIMULTANEOUS
overhead costs,wo nQUOTt be reimbursed,BEFORE
said,said,SIMULTANEOUS
offered to buy,a stock swap,IS_INCLUDED
are exercised,completion,BEFORE
said,said,IDENTITY
said,estimated,IDENTITY
a stock swap,the transaction,IDENTITY
the transaction,would issue,BEFORE
said,said,SIMULTANEOUS
facing,said,INCLUDES
said,said,SIMULTANEOUS
The sale,the recent sale,AFTER
sold,The sale,IDENTITY
may be extended,an increase,SIMULTANEOUS
lent,convertible,IDENTITY
sold,lent,SIMULTANEOUS
The sale,represents,IDENTITY
sold,The sale,IDENTITY
The acquisition,is derived,AFTER
The acquisition,raises,IBEFORE
The sweetened offer,The acquisition,IDENTITY
The sweetened offer,has,BEFORE
raised,said,IBEFORE
would be prepared to outbid,offer,AFTER
raised,said,AFTER
said,said,SIMULTANEOUS
took,reported,SIMULTANEOUS
took,charge,IDENTITY
took,added,SIMULTANEOUS
added,eliminated,SIMULTANEOUS
these charges,expects to achieve,BEFORE
continue to slow,continue to slow,DURING_INV
said,said,SIMULTANEOUS
said,said,SIMULTANEOUS
severance payments,will reduce,IBEFORE
completed,its acquisition,ENDS
died,failed to come,BEFORE
hit,died,BEFORE
the introduction,hit,BEFORE
bounced,the introduction,AFTER
plunged,bounced,BEFORE
was plagued,plunged,BEFORE
unveiled,was plagued,BEFORE
hit,unveiled,AFTER
would receive,these payments,IS_INCLUDED
will receive,these payments,IS_INCLUDED
these payments,available,BEFORE
will receive,will be named,AFTER
filed,will be named,BEFORE
are owed about $ 430 million,will receive,BEFORE
are owed about $ 430 million,are owed,IDENTITY
are owed about $ 430 million,would receive,BEFORE
filed,provides,DURING_INV
filed,was filed,IDENTITY
was filed,must be approved,BEFORE
has been locked,litigation,SIMULTANEOUS
unresolved,Sony QUOTs effort,SIMULTANEOUS
will formally take,is assuming,INCLUDES
will formally take,is paying,AFTER
its tender offer,formed,AFTER
its tender offer,tendering,SIMULTANEOUS
litigation,the dispute,IDENTITY
rose,offset,AFTER
the move,would result,BEFORE
is laying,the move,IDENTITY
would result,to be spread,SIMULTANEOUS
said,said,SIMULTANEOUS
had QUOTQUOT heard,to suggest,BEFORE
Earlier staff-reduction moves,have trimmed,IBEFORE
said,said,SIMULTANEOUS
said,said,IBEFORE
may be replaced,trim,SIMULTANEOUS
will offer,leave,BEFORE
leave,may be replaced,BEFORE
a cost-cutting move,a cosmetic move,IDENTITY
questioned,said,INCLUDES
questioned,will end,BEFORE
said,questioned,BEFORE
said,called,SIMULTANEOUS
will offer,is offering,SIMULTANEOUS
will participate,could increase,INCLUDES
said,said,SIMULTANEOUS
could nQUOTt estimate,determine,AFTER
said,said,SIMULTANEOUS
will offer,a cost-cutting move,IS_INCLUDED
expected to result,the charge,BEGINS
strategy,being eliminated,DURING_INV
said,said,IDENTITY
would become,injecting,BEFORE
is finalized,will open,BEFORE
said,said,INCLUDES
is finalized,talks,BEFORE
talks,a settlement,DURING_INV
is to contribute,take,SIMULTANEOUS
Sales,increase,SIMULTANEOUS
decline,reflecting,SIMULTANEOUS
decline,fourth-quarter earnings,IS_INCLUDED
a gain,the disposal,SIMULTANEOUS
required,higher advertising spending,SIMULTANEOUS
This year QUOTs results,a gain,INCLUDES
said,attributed,SIMULTANEOUS
said,said,IDENTITY
said,added,IBEFORE
said,said,IDENTITY
The split,the split,IDENTITY
declared,a 2-for-1 stock split,SIMULTANEOUS
declared,boosted,SIMULTANEOUS
a 2-for-1 stock split,the split,IDENTITY
The split,the split,IDENTITY
The split,will raise,BEFORE
a 2-for-1 stock split,The split,IDENTITY
innovated,thought,AFTER
innovated,some inadvertence,AFTER
innovated,total elimination,INCLUDES
innovated,telephone redemptions,INCLUDES
listed,was not named,INCLUDES
recognized,listed,AFTER
was pleased to note,recognized,AFTER
charges,the modernization,INCLUDES
enhanced,charges,AFTER
charges,taken,IDENTITY
continued to be depressed,industrywide price discounting,AFTER
said,added,IDENTITY
Those gains,increased sales,AFTER
improved results,Those gains,IDENTITY
the gain,improved results,AFTER
gain,the gain,IDENTITY
said,attributed,INCLUDES
gain,third-quarter net income,IS_INCLUDED
said,said,IDENTITY
continued to be depressed,continued to be depressed,INCLUDES
the restructuring,the restructuring,IDENTITY
wo nQUOTt hold,the restructuring,AFTER
said,said,IDENTITY
added,said,IDENTITY
had,continuing operations,AFTER
a net loss,a restated loss,AFTER
had,a net loss,IDENTITY
the planned sale,the restructuring,IS_INCLUDED
will sell,the planned sale,IDENTITY
loss,discontinued operations,AFTER
took,loss,IDENTITY
said,agreed to acquire,AFTER
to issue,held,AFTER
agreed to acquire,call,SIMULTANEOUS
agreed to acquire,the transaction,IDENTITY
had rejected,a general proposal,AFTER
had proposed acquiring,had rejected,AFTER
make,a tender offer,IDENTITY
withdrew,had set,AFTER
did nQUOTt respond,the close,SIMULTANEOUS
its offer,its offer,IDENTITY
withdrew,did nQUOTt respond,AFTER
its offer,its pursuit,IDENTITY
had,sales,IDENTITY
its acquisition,The acquisition,IDENTITY
reported,citing,SIMULTANEOUS
had,earned,AFTER
reported,said,INCLUDES
these moves,had been reduced,BEFORE
said,said,SIMULTANEOUS
The year-ago results,have been restated to comply,BEFORE
earned,The year-ago results,IS_INCLUDED
arranged,would be used to consolidate,BEFORE
to repurchase,and to purchase,SIMULTANEOUS
said,said,IDENTITY
said,said,IDENTITY
would be used to consolidate,to repurchase,SIMULTANEOUS
said,said,IDENTITY
said,said,IDENTITY
a restructuring,further acquisitions,INCLUDES
a restructuring,the addition,INCLUDES
The takeover,a restructuring,BEFORE
would fund,the acquisition,SIMULTANEOUS
said,said,IDENTITY
is making,a friendly bid,IDENTITY
bought,this purchase,IS_INCLUDED
to buy,opened,IBEFORE
retained,retained,SIMULTANEOUS
act,assisting,INCLUDES
This quarter QUOTs loss,said were,IS_INCLUDED
This quarter QUOTs loss,pretax charges,INCLUDES
a net loss,This quarter QUOTs loss,IDENTITY
said,reported,SIMULTANEOUS
said,said,SIMULTANEOUS
agreed to acquire,be acquired had,IDENTITY
said,said,SIMULTANEOUS
said,said,IDENTITY
began trading,closed,BEFORE
said,said,IDENTITY
said,adopted,AFTER
sold,is moving to keep,SIMULTANEOUS
surfaced holding,sold,BEGINS
the moves,will allow,IDENTITY
will allow,to focus,BEFORE
Courtaulds QUOT moves,the moves,SIMULTANEOUS
could boost,will carry,AFTER
Courtaulds QUOT moves,will carry,BEFORE
Courtaulds QUOT moves,could boost,BEFORE
had,operating profit,IDENTITY
plans,B.A.T Industries PLC QUOTs plans,SIMULTANEOUS
a restructuring,Courtaulds QUOT restructuring,IDENTITY
to spin,Courtaulds QUOT spinoff,IDENTITY
to spin,a restructuring,IS_INCLUDED
announced,said,BEFORE
announced,rose,BEFORE
had rejected,a share offer,AFTER
had rejected,saying,SIMULTANEOUS
a standstill agreement,the agreement,IDENTITY
a suit,seeking to nullify,BEGINS
the hostile offer,a standstill agreement,AFTER
the hostile offer,violates,IBEFORE
a lawsuit,alleging,INCLUDES
violates,a standstill agreement,AFTER
a lawsuit,to block,BEGINS
a lawsuit,a tender offer,AFTER
a tender offer,offer,IDENTITY
said,said,IDENTITY
said,said,IDENTITY
an agreement,a definitive agreement,BEFORE
the acquisition,a definitive agreement,AFTER
the acquisition,the acquisition,IDENTITY
said,said,IDENTITY
to close,national over-the-counter trading,ENDS
soared,national over-the-counter trading,IS_INCLUDED
soared,to close,ENDED_BY
soared,the announcement,AFTER
the acquisition,the transaction,IDENTITY
said,estimated,INCLUDES
amended,reducing,AFTER
said,said,IDENTITY
announced,closed,AFTER
has slumped,closing,ENDED_BY
has fluctuated,rising,INCLUDES
filed,disclosed,AFTER
saying,said,IDENTITY
responded,saying,IDENTITY
responded,strengthening,IDENTITY
said,responded,IBEFORE
placed,placed,SIMULTANEOUS
lowered,placed,SIMULTANEOUS
caused,to write,BEFORE
caused,to revise,BEFORE
said,said,IDENTITY
a third-quarter loss,the third-quarter loss,IDENTITY
said,reported,SIMULTANEOUS
said,would nQUOTt identify,IS_INCLUDED
developing and implementing,developing and implementing,SIMULTANEOUS
said,added,SIMULTANEOUS
may not qualify,does nQUOTt meet,AFTER
recommended,may not meet,AFTER
plummeted,recommended,AFTER
agreed,reaching,AFTER
will postpone,launched,AFTER
the close,said,INCLUDES
the close,had been tendered,SIMULTANEOUS
will be approved,submits,AFTER
said,and gave,SIMULTANEOUS
said,said,AFTER
said,said,AFTER
extended,was extended,INCLUDES
their offers,bid,INCLUDES
its bid,to expire,ENDED_BY
offered,its bid,IDENTITY
extended,would extend,INCLUDES
offered,said,BEFORE
their offers,offered,INCLUDES
said,said,IDENTITY
said,said,IDENTITY
is converted,will issue,BEFORE
plans to redeem,due,SIMULTANEOUS
those talks,any changes,BEFORE
negotiations,those talks,IS_INCLUDED
its tender offer,the offer,IDENTITY
fell,to close,ENDED_BY
fell,to close,ENDED_BY
discloses,says,SIMULTANEOUS
has criticized,discloses,BEFORE
to increase,based,AFTER
does nQUOTt change,to extend,SIMULTANEOUS
has been filed,to extend,BEFORE
has been filed,does nQUOTt change,BEFORE
launched,the offer,BEGINS
has been filed,launched,AFTER
said,mailed,AFTER
extended,mailed,AFTER
its tender offer,the offer,IDENTITY
extended,said,BEFORE
extended,had been scheduled to expire,AFTER
The offer,had been scheduled to expire,ENDED_BY
its tender offer,The offer,IDENTITY
extended,have rejected,BEFORE
its merger,The transaction,INCLUDES
to buy,The transaction,IS_INCLUDED
its merger,to buy,INCLUDES
will become,is completed,AFTER
said,said,IDENTITY
said,have elected to convert,AFTER
make,an important contribution,IDENTITY
said,have been given,AFTER
agreed to sell,Friday QUOTs purchases,SIMULTANEOUS
will dispense,leaders,AFTER
bought,has agreed to sell,BEFORE
That sale,fall,AFTER
fall,develop,AFTER
the pending COMMA two-part sale,That sale,IDENTITY
expects to use,the pending COMMA two-part sale,AFTER
The sale,KKR QUOTs program,IS_INCLUDED
The sale,The sale,IDENTITY
had,sales,IDENTITY
helps,boosts,SIMULTANEOUS
The sale,boosts,BEFORE
The sale,helps,BEFORE
agreed to sell,had expected,AFTER
The sale,had expected,AFTER
agreed to sell,The sale,IDENTITY
Third-quarter results,net realized capital gains,INCLUDES
fell,the price war,AFTER
fell,higher catastrophe losses,AFTER
loss,earnings,AFTER
had,loss,IDENTITY
the Northern California earthquake,the earthquake,IDENTITY
no estimate,fourth-quarter results,IS_INCLUDED
the impact,the earthquake,AFTER
has,no estimate,IDENTITY
have been coming,no estimate,BEFORE
has started processing,claims,AFTER
claims,the Northern California earthquake,AFTER
have been restated to reflect,an accounting change,AFTER
catastrophe losses,The year-earlier results,AFTER
catastrophe losses,net,SIMULTANEOUS
Catastrophe losses,reduced,BEFORE
the damages,Catastrophe losses,INCLUDES
fell,the damages,AFTER
fell,lower results,BEFORE
has started processing,the Northern California earthquake,AFTER
losses,earnings,AFTER
had,losses,IDENTITY
even more cautious,had predicted,AFTER
even more cautious,having been burned,AFTER
confident,even more cautious,SIMULTANEOUS
said,said,IDENTITY
lower,have been used to,AFTER
is overhauling,needs to prepare,ENDED_BY
are nQUOTt locked,needs to prepare,BEFORE
is overhauling,needs to prepare,AFTER
are nQUOTt locked,is overhauling,BEFORE
said,said,IDENTITY
the move,are nQUOTt locked,SIMULTANEOUS
said,said,IDENTITY
said,said,IDENTITY
said,said,IDENTITY
has risen,must pay,BEFORE
is betting,must deal,SIMULTANEOUS
a huge problem,is betting,AFTER
a huge problem,were to continue,AFTER
said,reported,IDENTITY
weak,has relied,AFTER
said,said,IDENTITY
reduced,a reduction,BEFORE
reduced,leaving,IDENTITY
noted,said,IDENTITY
its involvement,the defense-procurement scandal,IS_INCLUDED
will have to pay,its involvement,AFTER
to cover,will have to pay,AFTER
took,set,SIMULTANEOUS
took,took,AFTER
took,a hard look,IDENTITY
took,a write-off,IDENTITY
took,the layoffs,AFTER
took,charge,IDENTITY
had,an operating loss,IDENTITY
inched,had,SIMULTANEOUS
is getting clobbered,is getting clobbered,ENDED_BY
made,wonder,BEFORE
orders,made,IDENTITY
the loss,made,IDENTITY
the loss,orders,SIMULTANEOUS
expected to take,write-offs,IDENTITY
is moving,expected to take,AFTER
loss,is moving,AFTER
Unisys Corp. QUOTs announcement,high,AFTER
Unisys Corp. QUOTs announcement,said,IDENTITY
paid,tax payments,IDENTITY
earned,sales,AFTER
will pay,additional payments,BEFORE
will pay,the operations,BEFORE
has nQUOTt made,merger overtures,IDENTITY
acquired,reducing,BEFORE
throwing,reducing,SIMULTANEOUS
acquired,throwing,BEFORE
was approached,agreed to purchase,SIMULTANEOUS
has,no comment,IDENTITY
leaped,sank,SIMULTANEOUS
did nQUOTt return,phone calls,AFTER
considered seeking,a merger or tender offer,BEGUN_BY
considered seeking,a merger or tender offer,BEGUN_BY
a Securities and Exchange Commission filing,the filing,IDENTITY
the disclosure,said,IDENTITY
the filing,said,INCLUDES
the disclosure,a Securities and Exchange Commission filing,IS_INCLUDED
said,the disclosure,IDENTITY
made,the disclosure,IDENTITY
said,said,IDENTITY
conceded,said,IDENTITY
spends,considering,SIMULTANEOUS
Reviewing,conceded,SIMULTANEOUS
said,said,IDENTITY
are getting,are spending,AFTER
Asked,said,BEFORE
disclosed,said,IDENTITY
were running,were spiked,SIMULTANEOUS
scrapped,were running,AFTER
said,disclosed,IDENTITY
acknowledged,said,IS_INCLUDED
said,would nQUOTt elaborate,BEFORE
intends to bid,is seeking,SIMULTANEOUS
said,said,IDENTITY
said,said,IDENTITY
a loss,the closing,AFTER
had,a loss,IDENTITY
said,said,IDENTITY
said,said,IDENTITY
said,said,IDENTITY
The offer,the recent sale,AFTER
said,said,IDENTITY
Noting,said,IS_INCLUDED
is offering to buy,paying,INCLUDES
said,Noting,INCLUDES
shrank,flush,BEFORE
the transition,restructuring effort,IDENTITY
said,an interview,IS_INCLUDED
proved,sees,BEFORE
was hemorrhaging,thinks,BEFORE
QUOTd like to continue to reduce,QUOTd like to continue to reduce,INCLUDES
triggered,the recent sale,IAFTER
continues to lose,continues to lose,INCLUDES
conceded,said,IDENTITY
Polly Peck International Inc. QUOTs agreement,to build,AFTER
to build,has been doubling,BEFORE
Polly Peck International Inc. QUOTs agreement,and used,AFTER
took,and used,BEFORE
Polly Peck International Inc. QUOTs agreement,took,AFTER
is nQUOTt jettisoning,is bringing,SIMULTANEOUS
expand,to design,AFTER
said,said,IDENTITY
lacked,said,BEFORE
became,lacked,SIMULTANEOUS
moved,lacked,SIMULTANEOUS
soared,became,SIMULTANEOUS
has moved,responded,BEFORE
responded,failed to branch,SIMULTANEOUS
responded,diversifying,INCLUDES
responded,moving,INCLUDES
responded,bringing,INCLUDES
responded,the challenge,AFTER
was announced,said,INCLUDES
Polly Peck International Inc. QUOTs agreement,the accord,IDENTITY
hailed,echoed,BEFORE
Polly Peck International Inc. QUOTs agreement,hailed,BEFORE
foreign criticism,Japanese investments,AFTER
to rebut,foreign criticism,AFTER
Polly Peck International Inc. QUOTs agreement,failed to adjust,AFTER
jump,rise,IS_INCLUDED
to acquire,Whether Polly Peck QUOTs acquisition,IDENTITY
remains to be seen,remains to be seen,AFTER
an attempt,might consider filing,SIMULTANEOUS
soared,fell,SIMULTANEOUS
national over-the-counter trading,soared,INCLUDES
composite trading,fell,INCLUDES
were predicting,those estimates,IDENTITY
said,the revised agreement,AFTER
the revised agreement,would dilute,BEFORE
proposal,surprised,BEFORE
said,did nQUOTt think,AFTER
To mollify,concerned,AFTER
added,would require,BEFORE
designed to give,decides to buy,IAFTER
its revised proposal,responsible,BEFORE
its revised proposal,would have,BEFORE
to buy,would give,BEFORE
the value,was valued,AFTER
estimate,the value,SIMULTANEOUS
expressed,estimated,SIMULTANEOUS
acknowledged,expressed,SIMULTANEOUS
would have liked to,acknowledged,BEFORE
has forced,bidding,SIMULTANEOUS
would exercise,would have to be borrowed,AFTER
expects to borrow,commitments,AFTER
would receive,the proposed merger,IBEFORE
forcing,could mortgage,BEFORE
has pushed,forcing,BEFORE
seemed to hint,a brief statement,IS_INCLUDED
bidding,McCaw QUOTs bid,IDENTITY
continued to call,continued to call,INCLUDES
said,blamed,INCLUDES
rose,approved,AFTER
said,would nQUOTt identify,INCLUDES
rocketed,said,AFTER
the interruption,fell,BEFORE
fell,concerns,SIMULTANEOUS
have,little impact,IDENTITY
the interruption,brief,IDENTITY
an attempt,has offered,AFTER
dropped,has offered,BEFORE
sweetened,an attempt,IDENTITY
hurt,fell,BEFORE
Weakness,hurt,BEFORE
this lag,own,AFTER
had fallen,closes COMMA but,BEFORE
the stock market plunge,had fallen,AFTER
observes,says,IDENTITY
make,pushes,AFTER
suffer,drags,AFTER
suffer,losses,IDENTITY
agrees,observes,IDENTITY
is creating,liquidity problems,BEFORE
this skittishness,is creating,IDENTITY
to put,know,SIMULTANEOUS
makes,no sense,IDENTITY
willing,can suffer,SIMULTANEOUS
can suffer,huge losses,IDENTITY
willing,to buy,SIMULTANEOUS
the 1987 crash,dwindled,INCLUDES
fled,dwindled,BEFORE
the 1987 crash,fled,INCLUDES
adopted,the 1987 crash,AFTER
seem to hurt,adopted,AFTER
added,were pleased to see,BEFORE
began,added,BEFORE
was nQUOTt troubled,began,AFTER
causes,these problems,IS_INCLUDED
is amplified,these problems,IS_INCLUDED
these problems,has turned,BEFORE
the big COMMA often tumultuous slide,have been profiting,AFTER
the big COMMA often tumultuous slide,has turned,BEFORE
to woo,misses,AFTER
the price volatility,is undercutting,BEFORE
is amplified,program trading,AFTER
to trade,sharp price moves,SIMULTANEOUS
program trading,more difficult,BEFORE
causes,to lose,BEFORE
Program trading,causes,IDENTITY
is QUOTQUOT making,affects,SIMULTANEOUS
Stock-index arbitrage,affects,BEFORE
are adding,declares,INCLUDES
to lower,in,IS_INCLUDED
to protect,to lower,INCLUDES
will resume,shipments,INCLUDES
closed,closed,SIMULTANEOUS
cited,the declines,AFTER
closed,mixed,ENDED_BY
closed,closed,SIMULTANEOUS
the downward drift,had chosen to square,AFTER
said,said contributing,IDENTITY
said,said,IDENTITY
the Exchequer Nigel Lawson QUOTs resignation,the Lawson resignation,IDENTITY
the drop,the Lawson resignation,AFTER
dropped,the drop,AFTER
dropped,the continued turbulence,AFTER
dropped,responsible,IDENTITY
Friday QUOTs profittaking,a natural result,IDENTITY
the sharp gains,made,IDENTITY
cautious,the sharp gains,AFTER
failed to sell,cautious,IS_INCLUDED
placed,failed to sell,IBEFORE
early trading,fell,INCLUDES
was pressured,fell,BEFORE
triggered,sharp advances,IDENTITY
profit-taking,sharp advances,AFTER
was pressured,profit-taking,AFTER
dropped,skidded,SIMULTANEOUS
fell,eased,SIMULTANEOUS
was pressured,urging,SIMULTANEOUS
said,said,IDENTITY
said,added,INCLUDES
shed,to close,ENDED_BY
positioned to regain,renew,SIMULTANEOUS
noted,attributed,IDENTITY
was affected,Mrs. Thatcher QUOTs cabinet shuffle,AFTER
was affected,Mr. Lawson QUOTs departure,AFTER
said,noted,INCLUDES
said,said,IDENTITY
the flurry,the start,IS_INCLUDED
the flurry,the close,IS_INCLUDED
Wall Street QUOTs plunge,helped spark,IDENTITY
closed,to close,IDENTITY
shed,to close,ENDED_BY
closed,closed,IDENTITY
recovered,closed,AFTER
were depressed,the drop,AFTER
the drop,Mr. Lawson QUOTs resignation,AFTER
overnight losses,the drop,AFTER
were depressed,overnight losses,AFTER
the Exchequer Nigel Lawson QUOTs resignation,slapped,IDENTITY
slapped,knocked,BEFORE
renew,efforts,BEGINS
will continue posting,will continue posting,IS_INCLUDED
said,said,IDENTITY
a one-time charge,the disposition,INCLUDES
had,a one-time charge,IDENTITY
fell,rose,SIMULTANEOUS
indicated,reported,SIMULTANEOUS
expected,reported,BEFORE
called,forecast,SIMULTANEOUS
