@relation te3-ee

@attribute token1 {0,1}
@attribute token2 {0,1}
@attribute lemma1 {0,1}
@attribute lemma2 {0,1}
@attribute tokenchunk1 {0,1}
@attribute tokenchunk2 {0,1}
@attribute tempMarkerText {0,1}
@attribute causMarkerText {0,1}
@attribute label {BEFORE, AFTER, IBEFORE, IAFTER, IDENTITY, SIMULTANEOUS, INCLUDES, IS_INCLUDED, DURING, DURING_INV, BEGINS, BEGUN_BY, ENDS, ENDED_BY}

@data
arriving,flight,arrive,flight,arriving,a 16-hour flight,after,after,IAFTER
visit,arriving,visit,arrive,a whirlwind visit,arriving,meanwhile,after,INCLUDES
implicated,questioning,implicate,question,implicated,questioning,after,after,IS_INCLUDED
admitted,questioning,admit,question,had not admitted,questioning,after,after,IS_INCLUDED
admitted,implicated,admit,implicate,had not admitted,implicated,O,O,IBEFORE
bombings,crimes,bombing,crime,the bombings,the crimes,meanwhile,O,IDENTITY
returned,admitted,return,admit,was returned,had not admitted,O,from,AFTER
said,returned,say,return,said,was returned,O,O,AFTER
bombing,bombings,bombing,bombing,bombing,the bombings,meanwhile,O,IDENTITY
arrived,pushed,arrive,push,arrived,pushed,meanwhile,O,SIMULTANEOUS
blasts,killed,blast,kill,the Aug. 7 terrorist blasts,killed,O,O,INCLUDES
bombing,blasts,bombing,blast,bombing,the Aug. 7 terrorist blasts,O,O,IDENTITY
arrived,hoped,arrive,hope,arrived,hoped,next,O,IBEFORE
told,arrived,tell,arrive,told,arrived,O,O,BEFORE
promise,told,promise,tell,promise to bring to justice,told,O,O,IS_INCLUDED
promised,promise,promise,promise,and promised to track,promise to bring to justice,O,O,IDENTITY
visit,promised,visit,promise,a whirlwind visit,and promised to track,O,O,INCLUDES
paid,visit,pay,visit,paid,a whirlwind visit,O,O,IS_INCLUDED
injured,attacks,injure,attack,injured,the embassy attacks,O,O,AFTER
Retaliating,attacks,retaliate,attack,Retaliating,the embassy attacks,after,after,AFTER
Retaliating,bombings,retaliate,bombing,Retaliating,The embassy bombings,after,after,AFTER
bombings,attacks,bombing,attack,The embassy bombings,the embassy attacks,O,O,IDENTITY
strikes,attacks,strike,attack,cruise missile strikes,the embassy attacks,after,after,AFTER
strikes,bombings,strike,bombing,cruise missile strikes,The embassy bombings,after,after,AFTER
bombings,injured,bombing,injure,the deadly embassy bombings,injured,after,after,BEFORE
bombings,attacks,bombing,attack,the deadly embassy bombings,the embassy attacks,after,after,IDENTITY
bombings,bombings,bombing,bombing,the deadly embassy bombings,The embassy bombings,after,after,IDENTITY
bombings,strikes,bombing,strike,the deadly embassy bombings,cruise missile strikes,after,after,BEFORE
show,attacks,show,attack,QUOTQUOT show,the embassy attacks,O,O,BEGUN_BY
show,bombings,show,bombing,QUOTQUOT show,The embassy bombings,O,O,BEGUN_BY
show,bombings,show,bombing,QUOTQUOT show,the deadly embassy bombings,after,after,BEGUN_BY
bombings,injured,bombing,injure,terrorist bombings,injured,O,O,BEFORE
bombings,Retaliating,bombing,retaliate,terrorist bombings,Retaliating,after,after,BEFORE
bombings,attacks,bombing,attack,terrorist bombings,the embassy attacks,O,O,IDENTITY
bombings,bombings,bombing,bombing,terrorist bombings,The embassy bombings,O,O,IDENTITY
bombings,strikes,bombing,strike,terrorist bombings,cruise missile strikes,after,after,BEFORE
bombings,bombings,bombing,bombing,terrorist bombings,the deadly embassy bombings,after,after,IDENTITY
bombings,show,bombing,show,terrorist bombings,QUOTQUOT show,O,O,BEGINS
actions,attacks,action,attack,terrorist actions,U.S. missile attacks,O,in response to,BEFORE
struck,attacks,strike,attack,struck,the embassy attacks,O,O,AFTER
bombings,struck,bombing,strike,The embassy bombings,struck,O,O,BEFORE
bombings,struck,bombing,strike,the deadly embassy bombings,struck,after,after,BEFORE
bombings,struck,bombing,strike,terrorist bombings,struck,O,O,BEFORE
Retaliating,said,retaliate,say,Retaliating,said,after,after,BEFORE
said,attacks,say,attack,said,the embassy attacks,O,have,AFTER
bombings,said,bombing,say,The embassy bombings,said,O,O,BEFORE
strikes,said,strike,say,cruise missile strikes,said,after,after,BEFORE
bombings,said,bombing,say,the deadly embassy bombings,said,after,after,BEFORE
bombings,said,bombing,say,terrorist bombings,said,O,O,BEFORE
attacks,said,attack,say,U.S. missile attacks,said,O,O,BEFORE
actions,said,action,say,terrorist actions,said,O,O,BEFORE
said,struck,say,strike,said,struck,O,have,AFTER
killed,attacks,kill,attack,killed,the embassy attacks,O,O,AFTER
bombings,killed,bombing,kill,The embassy bombings,killed,O,O,BEFORE
bombings,killed,bombing,kill,the deadly embassy bombings,killed,after,after,BEFORE
bombings,killed,bombing,kill,terrorist bombings,killed,O,O,BEFORE
Retaliating,said,retaliate,say,Retaliating,said,after,after,BEFORE
said,attacks,say,attack,said,the embassy attacks,O,O,AFTER
said,bombings,say,bombing,said,The embassy bombings,O,O,AFTER
bombings,said,bombing,say,the deadly embassy bombings,said,after,after,BEFORE
show,said,show,say,QUOTQUOT show,said,O,O,BEFORE
bombings,said,bombing,say,terrorist bombings,said,O,O,BEFORE
attacks,said,attack,say,U.S. missile attacks,said,O,O,BEFORE
actions,said,action,say,terrorist actions,said,O,O,BEFORE
taken,said,take,say,has taken,said,O,O,BEFORE
Retaliating,understands,retaliate,understand,Retaliating,understands,after,after,BEFORE
understands,attacks,understand,attack,understands,the embassy attacks,O,O,AFTER
understands,bombings,understand,bombing,understands,The embassy bombings,O,O,AFTER
bombings,understands,bombing,understand,the deadly embassy bombings,understands,after,after,BEFORE
show,understands,show,understand,QUOTQUOT show,understands,O,O,BEFORE
bombings,understands,bombing,understand,terrorist bombings,understands,O,O,BEFORE
attacks,understands,attack,understand,U.S. missile attacks,understands,O,O,BEFORE
actions,understands,action,understand,terrorist actions,understands,O,O,BEFORE
understands,taken,understand,take,understands,has taken,O,O,AFTER
Retaliating,appreciates,retaliate,appreciates,Retaliating,New Zealand appreciates,after,after,BEFORE
appreciates,attacks,appreciates,attack,New Zealand appreciates,the embassy attacks,O,O,AFTER
appreciates,bombings,appreciates,bombing,New Zealand appreciates,The embassy bombings,O,O,AFTER
bombings,appreciates,bombing,appreciates,the deadly embassy bombings,New Zealand appreciates,after,after,BEFORE
show,appreciates,show,appreciates,QUOTQUOT show,New Zealand appreciates,O,O,BEFORE
bombings,appreciates,bombing,appreciates,terrorist bombings,New Zealand appreciates,O,O,BEFORE
attacks,appreciates,attack,appreciates,U.S. missile attacks,New Zealand appreciates,O,O,BEFORE
actions,appreciates,action,appreciates,terrorist actions,New Zealand appreciates,O,O,BEFORE
appreciates,said,appreciates,say,New Zealand appreciates,said,O,O,IS_INCLUDED
appreciates,taken,appreciates,take,New Zealand appreciates,has taken,O,O,AFTER
Retaliating,defend,retaliate,defend,Retaliating,to defend,after,after,BEFORE
defend,attacks,defend,attack,to defend,the embassy attacks,O,O,AFTER
defend,bombings,defend,bombing,to defend,The embassy bombings,O,O,AFTER
bombings,defend,bombing,defend,the deadly embassy bombings,to defend,after,after,BEFORE
show,defend,show,defend,QUOTQUOT show,to defend,O,O,BEFORE
bombings,defend,bombing,defend,terrorist bombings,to defend,O,O,BEFORE
attacks,defend,attack,defend,U.S. missile attacks,to defend,O,O,BEFORE
actions,defend,action,defend,terrorist actions,to defend,O,O,BEFORE
defend,said,defend,say,to defend,said,O,O,AFTER
defend,taken,defend,take,to defend,has taken,O,O,AFTER
defend,understands,defend,understand,to defend,understands,O,O,AFTER
defend,appreciates,defend,appreciates,to defend,New Zealand appreciates,O,O,AFTER
launched,attacks,launch,attack,launched,the embassy attacks,after,after,AFTER
launched,bombings,launch,bombing,launched,The embassy bombings,after,after,AFTER
bombings,launched,bombing,launch,the deadly embassy bombings,launched,after,after,BEFORE
bombings,launched,bombing,launch,terrorist bombings,launched,after,after,BEFORE
launched,struck,launch,strike,launched,struck,after,after,BEGINS
launched,said,launch,say,launched,said,after,after,BEFORE
launched,said,launch,say,launched,said,after,after,BEFORE
launched,understands,launch,understand,launched,understands,after,after,BEFORE
launched,appreciates,launch,appreciates,launched,New Zealand appreciates,after,after,BEFORE
launched,defend,launch,defend,launched,to defend,after,after,BEFORE
said,Retaliating,say,retaliate,said,Retaliating,after,after,AFTER
said,attacks,say,attack,said,the embassy attacks,O,O,AFTER
said,bombings,say,bombing,said,The embassy bombings,O,O,AFTER
said,bombings,say,bombing,said,the deadly embassy bombings,after,after,AFTER
said,bombings,say,bombing,said,terrorist bombings,O,O,AFTER
attacks,said,attack,say,U.S. missile attacks,said,O,O,BEFORE
actions,said,action,say,terrorist actions,said,O,O,BEFORE
said,said,say,say,said,said,O,O,IDENTITY
said,taken,say,take,said,has taken,O,O,AFTER
said,understands,say,understand,said,understands,O,O,INCLUDES
said,appreciates,say,appreciates,said,New Zealand appreciates,O,O,INCLUDES
said,defend,say,defend,said,to defend,O,O,BEFORE
said,launched,say,launch,said,launched,after,after,AFTER
said,Retaliating,say,retaliate,said,Retaliating,after,after,AFTER
said,attacks,say,attack,said,the embassy attacks,O,O,AFTER
said,bombings,say,bombing,said,The embassy bombings,O,O,AFTER
said,bombings,say,bombing,said,the deadly embassy bombings,after,after,AFTER
said,show,say,show,said,QUOTQUOT show,O,O,AFTER
said,bombings,say,bombing,said,terrorist bombings,O,O,AFTER
said,attacks,say,attack,said,U.S. missile attacks,O,in response to,AFTER
actions,said,action,say,terrorist actions,said,O,O,BEFORE
said,taken,say,take,said,has taken,O,O,AFTER
said,understands,say,understand,said,understands,O,O,INCLUDES
said,appreciates,say,appreciates,said,New Zealand appreciates,O,O,INCLUDES
said,defend,say,defend,said,to defend,O,O,BEFORE
said,launched,say,launch,said,launched,after,after,AFTER
defend,actions,defend,action,to defend,terrorist actions,O,O,AFTER
defend,said,defend,say,to defend,said,O,O,BEFORE
defend,said,defend,say,to defend,said,O,O,BEFORE
defend,understands,defend,understand,to defend,understands,O,O,BEFORE
defend,appreciates,defend,appreciates,to defend,New Zealand appreciates,O,O,BEFORE
defend,defend,defend,defend,to defend,to defend,O,O,BEFORE
defend,said,defend,say,to defend,said,O,O,BEFORE
strikes,struck,strike,strike,cruise missile strikes,struck,after,after,IDENTITY
said,struck,say,strike,said,struck,O,have,AFTER
bombings,attacks,bombing,attack,The embassy bombings,the embassy attacks,O,O,IDENTITY
said,attacks,say,attack,said,the embassy attacks,O,have,AFTER
killed,injured,kill,injure,killed,injured,O,O,DURING
bombings,injured,bombing,injure,The embassy bombings,injured,O,O,IBEFORE
bombings,killed,bombing,kill,The embassy bombings,killed,O,O,IBEFORE
bombings,bombings,bombing,bombing,terrorist bombings,The embassy bombings,O,O,IDENTITY
taken,said,take,say,has taken,said,O,O,BEFORE
understands,said,understand,say,understands,said,O,O,IS_INCLUDED
appreciates,understands,appreciates,understand,New Zealand appreciates,understands,O,O,SIMULTANEOUS
appreciates,said,appreciates,say,New Zealand appreciates,said,O,O,IS_INCLUDED
defend,said,defend,say,to defend,said,O,O,AFTER
said,said,say,say,said,said,O,O,IDENTITY
launched,strikes,launch,strike,launched,cruise missile strikes,after,after,BEGINS
Retaliating,launched,retaliate,launch,Retaliating,launched,after,after,INCLUDES
bombings,bombings,bombing,bombing,terrorist bombings,the deadly embassy bombings,after,after,IDENTITY
Retaliating,bombings,retaliate,bombing,Retaliating,the deadly embassy bombings,after,after,AFTER
bombings,show,bombing,show,terrorist bombings,QUOTQUOT show,O,O,BEGINS
said,show,say,show,said,QUOTQUOT show,O,O,AFTER
said,bombings,say,bombing,said,terrorist bombings,O,O,AFTER
said,said,say,say,said,said,O,O,IDENTITY
said,attacks,say,attack,said,U.S. missile attacks,O,in response to,AFTER
defend,attacks,defend,attack,to defend,U.S. missile attacks,O,in response to,IDENTITY
defend,said,defend,say,to defend,said,O,O,BEFORE
defend,actions,defend,action,to defend,terrorist actions,O,O,AFTER
continued,bombings,continue,bombing,continued,both bombings,as,O,BEFORE
continued,blast,continue,blast,continued,the Tanzania blast,as,O,BEFORE
blast,bombings,blast,bombing,the Tanzania blast,both bombings,O,O,IDENTITY
continued,explosion,continue,explosion,continued,an explosion,O,O,BEFORE
explosion,bombings,explosion,bombing,an explosion,both bombings,as,O,IDENTITY
continued,blast,continue,blast,continued,The blast,O,O,BEFORE
blast,bombings,blast,bombing,The blast,both bombings,as,O,IDENTITY
blast,blast,blast,blast,The blast,the Tanzania blast,as,O,IDENTITY
continued,trip,continue,trip,continued,His trip,still,O,BEFORE
trip,bombings,trip,bombing,His trip,both bombings,as,O,AFTER
trip,blast,trip,blast,His trip,the Tanzania blast,as,O,AFTER
trip,explosion,trip,explosion,His trip,an explosion,still,O,AFTER
trip,blast,trip,blast,His trip,The blast,still,O,AFTER
continued,visit,continue,visit,continued,the slated visit,O,O,BEFORE
visit,bombings,visit,bombing,the slated visit,both bombings,as,O,AFTER
visit,blast,visit,blast,the slated visit,the Tanzania blast,as,O,AFTER
visit,explosion,visit,explosion,the slated visit,an explosion,O,O,AFTER
visit,blast,visit,blast,the slated visit,The blast,O,O,AFTER
continued,relocation,continue,relocation,continued,the relocation,subsequent,O,INCLUDES
relocation,bombings,relocation,bombing,the relocation,both bombings,as,O,BEFORE
relocation,blast,relocation,blast,the relocation,the Tanzania blast,as,O,BEFORE
relocation,explosion,relocation,explosion,the relocation,an explosion,O,O,BEFORE
relocation,blast,relocation,blast,the relocation,The blast,O,O,BEFORE
relocation,trip,relocation,trip,the relocation,His trip,still,O,BEFORE
relocation,visit,relocation,visit,the relocation,the slated visit,O,O,BEFORE
continued,blast,continue,blast,continued,the blast scene,subsequent,O,BEFORE
blast,bombings,blast,bombing,the blast scene,both bombings,as,O,IDENTITY
blast,blast,blast,blast,the blast scene,the Tanzania blast,as,O,IDENTITY
blast,explosion,blast,explosion,the blast scene,an explosion,O,O,IDENTITY
blast,blast,blast,blast,the blast scene,The blast,O,O,IDENTITY
blast,trip,blast,trip,the blast scene,His trip,still,O,BEFORE
blast,visit,blast,visit,the blast scene,the slated visit,O,O,BEFORE
blast,relocation,blast,relocation,the blast scene,the relocation,subsequent,O,AFTER
blast,continued,blast,continue,the blast,continued,O,O,AFTER
blast,bombings,blast,bombing,the blast,both bombings,as,O,IDENTITY
blast,blast,blast,blast,the blast,the Tanzania blast,as,O,IDENTITY
blast,explosion,blast,explosion,the blast,an explosion,O,O,IDENTITY
blast,blast,blast,blast,the blast,The blast,O,O,IDENTITY
blast,trip,blast,trip,the blast,His trip,still,O,BEFORE
blast,visit,blast,visit,the blast,the slated visit,O,O,BEFORE
blast,relocation,blast,relocation,the blast,the relocation,O,O,AFTER
blast,blast,blast,blast,the blast,the blast scene,O,O,IDENTITY
bombing,continued,bombing,continue,the car bombing,continued,when,O,AFTER
bombing,bombings,bombing,bombing,the car bombing,both bombings,when,O,IDENTITY
bombing,blast,bombing,blast,the car bombing,the Tanzania blast,when,O,IDENTITY
bombing,explosion,bombing,explosion,the car bombing,an explosion,when,O,IDENTITY
bombing,blast,bombing,blast,the car bombing,The blast,when,O,IDENTITY
bombing,trip,bombing,trip,the car bombing,His trip,when,O,BEFORE
bombing,visit,bombing,visit,the car bombing,the slated visit,when,O,BEFORE
bombing,relocation,bombing,relocation,the car bombing,the relocation,when,O,AFTER
bombing,blast,bombing,blast,the car bombing,the blast scene,when,O,IDENTITY
bombing,blast,bombing,blast,the car bombing,the blast,when,O,IDENTITY
talks,continued,talk,continue,talks,continued,when,O,AFTER
talks,bombings,talk,bombing,talks,both bombings,when,O,AFTER
talks,blast,talk,blast,talks,the Tanzania blast,when,O,AFTER
talks,explosion,talk,explosion,talks,an explosion,when,O,AFTER
talks,blast,talk,blast,talks,The blast,when,O,AFTER
talks,relocation,talk,relocation,talks,the relocation,when,O,AFTER
talks,blast,talk,blast,talks,the blast scene,when,O,AFTER
talks,blast,talk,blast,talks,the blast,when,O,AFTER
talks,bombing,talk,bombing,talks,the car bombing,O,by,AFTER
continued,said,continue,say,continued,said,as,O,BEFORE
said,bombings,say,bombing,said,both bombings,O,O,AFTER
blast,said,blast,say,the Tanzania blast,said,initially,O,BEFORE
explosion,said,explosion,say,an explosion,said,as,O,BEFORE
blast,said,blast,say,The blast,said,as,O,BEFORE
trip,said,trip,say,His trip,said,as,O,AFTER
visit,said,visit,say,the slated visit,said,as,O,AFTER
relocation,said,relocation,say,the relocation,said,as,O,BEFORE
blast,said,blast,say,the blast scene,said,as,O,BEFORE
blast,said,blast,say,the blast,said,as,O,BEFORE
bombing,said,bombing,say,the car bombing,said,when,O,BEFORE
continued,risen,continue,rise,continued,has risen,as,O,BEFORE
risen,bombings,rise,bombing,has risen,both bombings,O,O,AFTER
blast,risen,blast,rise,the Tanzania blast,has risen,initially,O,BEFORE
explosion,risen,explosion,rise,an explosion,has risen,as,O,BEFORE
blast,risen,blast,rise,The blast,has risen,as,O,BEFORE
trip,risen,trip,rise,His trip,has risen,as,O,AFTER
visit,risen,visit,rise,the slated visit,has risen,as,O,AFTER
relocation,risen,relocation,rise,the relocation,has risen,as,O,BEFORE
blast,risen,blast,rise,the blast scene,has risen,as,O,BEFORE
blast,risen,blast,rise,the blast,has risen,as,O,BEFORE
bombing,risen,bombing,rise,the car bombing,has risen,when,O,BEFORE
risen,said,rise,say,has risen,said,initially,O,BEFORE
continued,ripped,continue,rip,continued,ripped,O,O,BEFORE
ripped,bombings,rip,bombing,ripped,both bombings,as,O,IS_INCLUDED
ripped,blast,rip,blast,ripped,the Tanzania blast,as,O,IS_INCLUDED
explosion,ripped,explosion,rip,an explosion,ripped,as,as,INCLUDES
blast,ripped,blast,rip,The blast,ripped,as,as,INCLUDES
trip,ripped,trip,rip,His trip,ripped,still,O,AFTER
visit,ripped,visit,rip,the slated visit,ripped,O,O,AFTER
relocation,ripped,relocation,rip,the relocation,ripped,O,O,BEFORE
blast,ripped,blast,rip,the blast scene,ripped,O,O,INCLUDES
blast,ripped,blast,rip,the blast,ripped,O,O,INCLUDES
bombing,ripped,bombing,rip,the car bombing,ripped,when,O,INCLUDES
talks,ripped,talk,rip,talks,ripped,when,O,AFTER
ripped,said,rip,say,ripped,said,as,O,BEFORE
ripped,risen,rip,rise,ripped,has risen,as,O,BEFORE
